threshold,accuracy,balanced_accuracy,macro_f1,exit_precision,exit_recall,exit_f1,presence_precision,presence_recall,presence_f1,tn,fp,fn,tp,model,fold,outer_val_season
0.83,0.8190578158458244,0.7940148968426604,0.7335999932491161,0.4738955823293173,0.7564102564102564,0.582716049382716,0.9445255474452555,0.8316195372750642,0.8844839371155161,118,38,131,647,Logistic_ModelA,3,2022-2023
0.84,0.8147751605995718,0.7965691121218114,0.7311067289050863,0.4669260700389105,0.7692307692307693,0.5811138014527845,0.946824224519941,0.8239074550128535,0.8810996563573883,120,36,137,641,Logistic_ModelA,3,2022-2023
0.85,0.8094218415417559,0.7984806538791114,0.7275504250981626,0.45864661654135336,0.782051282051282,0.5781990521327014,0.9491017964071856,0.8149100257069408,0.8769017980636238,122,34,144,634,Logistic_ModelA,3,2022-2023
0.86,0.7997858672376874,0.7952590468657307,0.7189078707019336,0.44404332129963897,0.7884615384615384,0.5681293302540416,0.9497716894977168,0.8020565552699229,0.8696864111498258,123,33,154,624,Logistic_ModelA,3,2022-2023
0.87,0.7922912205567452,0.7907603322127743,0.7116182836771072,0.43309859154929575,0.7884615384615384,0.5590909090909091,0.9492307692307692,0.7930591259640103,0.8641456582633054,123,33,161,617,Logistic_ModelA,3,2022-2023
0.88,0.778372591006424,0.7824055764287127,0.6983783024828587,0.41414141414141414,0.7884615384615384,0.543046357615894,0.9481946624803768,0.7763496143958869,0.8537102473498234,123,33,174,604,Logistic_ModelA,3,2022-2023
0.89,0.7687366167023555,0.7791839694153319,0.6903183023872679,0.4025974025974026,0.7948717948717948,0.5344827586206896,0.9488817891373802,0.7634961439588689,0.8461538461538461,124,32,184,594,Logistic_ModelA,3,2022-2023
0.9,0.7644539614561028,0.7817381846944829,0.6881525909377884,0.3987341772151899,0.8076923076923077,0.5338983050847458,0.9514563106796117,0.7557840616966581,0.8424068767908309,126,30,190,588,Logistic_ModelA,3,2022-2023
0.91,0.7537473233404711,0.7778739041592512,0.679304208665743,0.3871951219512195,0.8141025641025641,0.5247933884297521,0.9521452145214522,0.7416452442159382,0.8338150289017341,127,29,201,577,Logistic_ModelA,3,2022-2023
0.92,0.7419700214132763,0.7733669501021686,0.6696532220309457,0.375366568914956,0.8205128205128205,0.5150905432595574,0.9527824620573356,0.7262210796915167,0.8242159008023341,128,28,213,565,Logistic_ModelA,3,2022-2023
0.93,0.7259100642398287,0.7688517566409597,0.6572634282831062,0.3611111111111111,0.8333333333333334,0.5038759689922481,0.9547038327526133,0.7043701799485861,0.8106508875739645,130,26,230,548,Logistic_ModelA,3,2022-2023
0.94,0.7109207708779444,0.7649792367016017,0.645991610936105,0.3492063492063492,0.8461538461538461,0.4943820224719101,0.9568345323741008,0.6838046272493573,0.7976011994002998,132,24,246,532,Logistic_ModelA,3,2022-2023
0.95,0.6937901498929336,0.7546964603519873,0.6315022761760243,0.3350253807106599,0.8461538461538461,0.48,0.9555555555555556,0.6632390745501285,0.7830045523520486,132,24,262,516,Logistic_ModelA,3,2022-2023
0.2,0.8618843683083511,0.5916633709050161,0.6167101960572234,0.9354838709677419,0.1858974358974359,0.31016042780748665,0.8593576965669989,0.9974293059125964,0.9232599643069601,29,127,2,776,CatBoost_ModelA,3,2022-2023
0.21,0.8618843683083511,0.5916633709050161,0.6167101960572234,0.9354838709677419,0.1858974358974359,0.31016042780748665,0.8593576965669989,0.9974293059125964,0.9232599643069601,29,127,2,776,CatBoost_ModelA,3,2022-2023
0.22,0.8693790149892934,0.6166617230241909,0.6522922566155649,0.925,0.23717948717948717,0.37755102040816324,0.8668903803131991,0.9961439588688946,0.9270334928229665,37,119,3,775,CatBoost_ModelA,3,2022-2023
0.23,0.8747323340471093,0.632687364049832,0.6738622424768778,0.9333333333333333,0.2692307692307692,0.417910447761194,0.8717660292463442,0.9961439588688946,0.9298140371925615,42,114,3,775,CatBoost_ModelA,3,2022-2023
0.24,0.8790149892933619,0.6455078768703447,0.690415499464676,0.9387755102040817,0.2948717948717949,0.44878048780487806,0.8757062146892656,0.9961439588688946,0.9320505111244738,46,110,3,775,CatBoost_ModelA,3,2022-2023
0.25,0.8768736616702355,0.644222529826643,0.687604522041608,0.9019607843137255,0.2948717948717949,0.4444444444444444,0.8754246885617214,0.993573264781491,0.9307645996387718,46,110,5,773,CatBoost_ModelA,3,2022-2023
0.26,0.8779443254817987,0.6525525673983257,0.6967117856166256,0.875,0.3141025641025641,0.46226415094339623,0.878132118451025,0.9910025706940874,0.9311594202898551,49,107,7,771,CatBoost_ModelA,3,2022-2023
0.27,0.8790149892933619,0.655757695603454,0.700602811227891,0.8771929824561403,0.32051282051282054,0.4694835680751174,0.879133409350057,0.9910025706940874,0.9317220543806647,50,106,7,771,CatBoost_ModelA,3,2022-2023
0.28,0.880085653104925,0.6589628238085822,0.7044604414107968,0.8793103448275862,0.3269230769230769,0.4766355140186916,0.8801369863013698,0.9910025706940874,0.932285368802902,51,105,7,771,CatBoost_ModelA,3,2022-2023
0.29,0.8832976445396146,0.6711406631072441,0.7180912189759394,0.873015873015873,0.3525641025641026,0.502283105022831,0.8840413318025259,0.9897172236503856,0.9338993329290479,55,101,8,770,CatBoost_ModelA,3,2022-2023
0.3,0.8822269807280514,0.6704979895853932,0.716626213592233,0.859375,0.3525641025641026,0.5,0.8839080459770114,0.9884318766066839,0.933252427184466,55,101,9,769,CatBoost_ModelA,3,2022-2023
0.31,0.8822269807280514,0.6704979895853932,0.716626213592233,0.859375,0.3525641025641026,0.5,0.8839080459770114,0.9884318766066839,0.933252427184466,55,101,9,769,CatBoost_ModelA,3,2022-2023
0.32,0.8832976445396146,0.6737031177905214,0.720303197641674,0.8615384615384616,0.358974358974359,0.5067873303167421,0.8849252013808976,0.9884318766066839,0.9338190649666059,56,100,9,769,CatBoost_ModelA,3,2022-2023
0.33,0.8832976445396146,0.6762655724737987,0.7224746820777734,0.8507462686567164,0.36538461538461536,0.5112107623318386,0.8858131487889274,0.987146529562982,0.9337386018237082,57,99,10,768,CatBoost_ModelA,3,2022-2023
0.34,0.8865096359743041,0.6884434117724606,0.7352267864783911,0.8472222222222222,0.391025641025641,0.5350877192982456,0.8897911832946636,0.9858611825192802,0.9353658536585366,61,95,11,767,CatBoost_ModelA,3,2022-2023
0.35,0.8907922912205567,0.7012639245929735,0.7489988196610741,0.8552631578947368,0.4166666666666667,0.5603448275862069,0.8939393939393939,0.9858611825192802,0.9376528117359413,65,91,11,767,CatBoost_ModelA,3,2022-2023
0.36,0.8918629550321199,0.7070315074813789,0.7541817044729059,0.8481012658227848,0.42948717948717946,0.5702127659574469,0.895906432748538,0.9845758354755784,0.9381506429883649,67,89,12,766,CatBoost_ModelA,3,2022-2023
0.37,0.8907922912205567,0.706388833959528,0.7526483050847458,0.8375,0.42948717948717946,0.5677966101694916,0.8957845433255269,0.9832904884318766,0.9375,67,89,13,765,CatBoost_ModelA,3,2022-2023
0.38,0.892933618843683,0.7127990903697845,0.7592411197607878,0.8414634146341463,0.4423076923076923,0.5798319327731093,0.897887323943662,0.9832904884318766,0.9386503067484663,69,87,13,765,CatBoost_ModelA,3,2022-2023
0.39,0.8907922912205567,0.7115137433260826,0.7561732186732186,0.8214285714285714,0.4423076923076923,0.575,0.8976470588235295,0.980719794344473,0.9373464373464373,69,87,15,763,CatBoost_ModelA,3,2022-2023
0.4,0.8907922912205567,0.71407619800936,0.7578908846939709,0.813953488372093,0.44871794871794873,0.5785123966942148,0.8985849056603774,0.9794344473007712,0.9372693726937269,70,86,16,762,CatBoost_ModelA,3,2022-2023
0.41,0.8907922912205567,0.7166386526926373,0.7595796656706775,0.8068181818181818,0.4551282051282051,0.5819672131147541,0.8995271867612293,0.9781491002570694,0.937192118226601,71,85,17,761,CatBoost_ModelA,3,2022-2023
0.42,0.8907922912205567,0.7166386526926373,0.7595796656706775,0.8068181818181818,0.4551282051282051,0.5819672131147541,0.8995271867612293,0.9781491002570694,0.937192118226601,71,85,17,761,CatBoost_ModelA,3,2022-2023
0.43,0.8918629550321199,0.7224062355810428,0.7643929498210482,0.8021978021978022,0.46794871794871795,0.5910931174089069,0.9015421115065243,0.9768637532133676,0.9376927822331894,73,83,18,760,CatBoost_ModelA,3,2022-2023
0.44,0.8940042826552462,0.7288164919912992,0.770630390617442,0.8064516129032258,0.4807692307692308,0.6024096385542169,0.9036860879904876,0.9768637532133676,0.938851142680667,75,81,18,760,CatBoost_ModelA,3,2022-2023
0.45,0.8950749464668094,0.7345840748797048,0.7752337733773378,0.8020833333333334,0.4935897435897436,0.6111111111111112,0.905727923627685,0.9755784061696658,0.9393564356435643,77,79,19,759,CatBoost_ModelA,3,2022-2023
0.46,0.8972162740899358,0.7435567859732384,0.7827233250620347,0.8,0.5128205128205128,0.625,0.9088729016786571,0.974293059125964,0.9404466501240695,80,76,20,758,CatBoost_ModelA,3,2022-2023
0.47,0.8982869379014989,0.749324368861644,0.7870808747129443,0.7961165048543689,0.5256410256410257,0.6332046332046332,0.910950661853189,0.9730077120822622,0.9409571162212554,82,74,21,757,CatBoost_ModelA,3,2022-2023
0.48,0.8982869379014989,0.7518868235449212,0.7884494798856536,0.7904761904761904,0.532051282051282,0.6360153256704981,0.9119420989143546,0.9717223650385605,0.940883634100809,83,73,22,756,CatBoost_ModelA,3,2022-2023
0.49,0.8982869379014989,0.7544492782281985,0.7897966194046646,0.7850467289719626,0.5384615384615384,0.6387832699619772,0.9129383313180169,0.9704370179948586,0.940809968847352,84,72,23,755,CatBoost_ModelA,3,2022-2023
0.5,0.8982869379014989,0.7570117329114758,0.7911227768688426,0.7798165137614679,0.5448717948717948,0.6415094339622641,0.9139393939393939,0.9691516709511568,0.940736119775421,85,71,24,754,CatBoost_ModelA,3,2022-2023
0.51,0.8982869379014989,0.7646990969613078,0.7949799786037935,0.7652173913043478,0.5641025641025641,0.6494464944649446,0.9169719169719169,0.9652956298200515,0.9405134627426425,88,68,27,751,CatBoost_ModelA,3,2022-2023
0.52,0.8982869379014989,0.7672615516445851,0.7962267617440031,0.7606837606837606,0.5705128205128205,0.652014652014652,0.9179926560587516,0.9640102827763496,0.9404388714733543,89,67,28,750,CatBoost_ModelA,3,2022-2023
0.53,0.8972162740899358,0.7691813328060114,0.7959362027528949,0.75,0.5769230769230769,0.6521739130434783,0.918918918918919,0.961439588688946,0.9396984924623115,90,66,30,748,CatBoost_ModelA,3,2022-2023
0.54,0.8961456102783726,0.7685386592841605,0.7944257749479813,0.743801652892562,0.5769230769230769,0.6498194945848376,0.9188191881918819,0.9601542416452442,0.9390320553111251,90,66,31,747,CatBoost_ModelA,3,2022-2023
0.55,0.8972162740899358,0.7717437874892887,0.7971494502511198,0.7459016393442623,0.5833333333333334,0.6546762589928058,0.9199507389162561,0.9601542416452442,0.939622641509434,91,65,31,747,CatBoost_ModelA,3,2022-2023
0.56,0.8972162740899358,0.7743062421725662,0.7983447283195394,0.7419354838709677,0.5897435897435898,0.6571428571428571,0.9209876543209876,0.9588688946015425,0.9395465994962217,92,64,32,746,CatBoost_ModelA,3,2022-2023
0.57,0.8950749464668094,0.7755833498121416,0.796530445298051,0.7265625,0.5961538461538461,0.6549295774647887,0.9218362282878412,0.9550128534704371,0.9381313131313131,93,63,35,743,CatBoost_ModelA,3,2022-2023
0.58,0.8950749464668094,0.7755833498121416,0.796530445298051,0.7265625,0.5961538461538461,0.6549295774647887,0.9218362282878412,0.9550128534704371,0.9381313131313131,93,63,35,743,CatBoost_ModelA,3,2022-2023
0.59,0.8972162740899358,0.7845560609056753,0.8029535864978903,0.7272727272727273,0.6153846153846154,0.6666666666666666,0.9251870324189526,0.9537275064267352,0.9392405063291139,96,60,36,742,CatBoost_ModelA,3,2022-2023
0.6,0.8961456102783726,0.7864758420671016,0.8025787359966181,0.7185185185185186,0.6217948717948718,0.6666666666666666,0.9261576971214017,0.9511568123393316,0.9384908053265695,97,59,38,740,CatBoost_ModelA,3,2022-2023
0.61,0.8961456102783726,0.7864758420671016,0.8025787359966181,0.7185185185185186,0.6217948717948718,0.6666666666666666,0.9261576971214017,0.9511568123393316,0.9384908053265695,97,59,38,740,CatBoost_ModelA,3,2022-2023
0.62,0.8961456102783726,0.7864758420671016,0.8025787359966181,0.7185185185185186,0.6217948717948718,0.6666666666666666,0.9261576971214017,0.9511568123393316,0.9384908053265695,97,59,38,740,CatBoost_ModelA,3,2022-2023
0.63,0.8940042826552462,0.7851904950233999,0.7996294490492443,0.708029197080292,0.6217948717948718,0.6621160409556314,0.9259723964868256,0.9485861182519281,0.9371428571428572,97,59,40,738,CatBoost_ModelA,3,2022-2023
0.64,0.8940042826552462,0.7877529497066772,0.800734858361977,0.7050359712230215,0.6282051282051282,0.6644067796610169,0.9270440251572327,0.9473007712082262,0.9370629370629371,98,58,41,737,CatBoost_ModelA,3,2022-2023
0.65,0.8940042826552462,0.7877529497066772,0.800734858361977,0.7050359712230215,0.6282051282051282,0.6644067796610169,0.9270440251572327,0.9473007712082262,0.9370629370629371,98,58,41,737,CatBoost_ModelA,3,2022-2023
0.66,0.892933618843683,0.7896727308681035,0.8003676313427094,0.6971830985915493,0.6346153846153846,0.6644295302013423,0.928030303030303,0.9447300771208226,0.9363057324840764,99,57,43,735,CatBoost_ModelA,3,2022-2023
0.67,0.8940042826552462,0.7928778590732318,0.802899403364945,0.6993006993006993,0.6410256410256411,0.6688963210702341,0.9292035398230089,0.9447300771208226,0.9369024856596558,100,56,43,735,CatBoost_ModelA,3,2022-2023
0.68,0.892933618843683,0.7947976402346583,0.802508605888373,0.6917808219178082,0.6474358974358975,0.6688741721854304,0.9302030456852792,0.9421593830334191,0.9361430395913155,101,55,45,733,CatBoost_ModelA,3,2022-2023
0.69,0.8918629550321199,0.7941549667128074,0.8010649627263046,0.6870748299319728,0.6474358974358975,0.6666666666666666,0.9301143583227446,0.9408740359897172,0.9354632587859425,101,55,46,732,CatBoost_ModelA,3,2022-2023
0.7,0.892933618843683,0.8024850042844901,0.8056110556110556,0.6842105263157895,0.6666666666666666,0.6753246753246753,0.9335038363171355,0.9383033419023136,0.9358974358974359,104,52,48,730,CatBoost_ModelA,3,2022-2023
0.71,0.892933618843683,0.8050474589677674,0.8066172512319351,0.6818181818181818,0.6730769230769231,0.6774193548387096,0.9346153846153846,0.9370179948586118,0.9358151476251605,105,51,49,729,CatBoost_ModelA,3,2022-2023
0.72,0.8897216274089935,0.8056818930854921,0.8033463138421284,0.6666666666666666,0.6794871794871795,0.6730158730158731,0.9354838709677419,0.9318766066838047,0.9336767546683837,106,50,53,725,CatBoost_ModelA,3,2022-2023
0.73,0.8897216274089935,0.8108068024520467,0.805310737436024,0.6625766871165644,0.6923076923076923,0.677115987460815,0.9377431906614786,0.929305912596401,0.9335054874112331,108,48,55,723,CatBoost_ModelA,3,2022-2023
0.74,0.8854389721627409,0.8107985630479204,0.8007118998953089,0.6449704142011834,0.6987179487179487,0.6707692307692308,0.938562091503268,0.922879177377892,0.9306545690213869,109,47,60,718,CatBoost_ModelA,3,2022-2023
0.75,0.8822269807280514,0.8088705424823677,0.7966027874564461,0.6337209302325582,0.6987179487179487,0.6646341463414634,0.9383202099737533,0.9190231362467867,0.9285714285714286,109,47,63,715,CatBoost_ModelA,3,2022-2023
0.76,0.8790149892933619,0.8095049766000924,0.7935225127407537,0.6214689265536724,0.7051282051282052,0.6606606606606606,0.9392338177014531,0.9138817480719794,0.9263843648208469,110,46,67,711,CatBoost_ModelA,3,2022-2023
0.77,0.8768736616702355,0.8107820842396678,0.7918197024112942,0.6132596685082873,0.7115384615384616,0.658753709198813,0.9402390438247012,0.910025706940874,0.9248856956237753,111,45,70,708,CatBoost_ModelA,3,2022-2023
0.78,0.8704496788008566,0.8069260431085624,0.7839430292023133,0.5935828877005348,0.7115384615384616,0.6472303206997084,0.9397590361445783,0.9023136246786633,0.920655737704918,111,45,76,702,CatBoost_ModelA,3,2022-2023
0.79,0.8661670235546038,0.8043553490211588,0.7787933389795505,0.581151832460733,0.7115384615384616,0.6397694524495677,0.9394347240915208,0.897172236503856,0.9178172255095332,111,45,80,698,CatBoost_ModelA,3,2022-2023
0.8,0.8597430406852249,0.8030617625733307,0.7722014838535509,0.5628140703517588,0.717948717948718,0.6309859154929578,0.9401360544217687,0.8881748071979434,0.913417052214144,112,44,87,691,CatBoost_ModelA,3,2022-2023
0.81,0.8597430406852249,0.8107491266231626,0.7750957213520653,0.5609756097560976,0.7371794871794872,0.6371191135734072,0.943758573388203,0.884318766066838,0.9130723291307233,115,41,90,688,CatBoost_ModelA,3,2022-2023
0.82,0.8522483940042827,0.8062504119702063,0.7665,0.5424528301886793,0.7371794871794872,0.625,0.943213296398892,0.8753213367609255,0.908,115,41,97,681,CatBoost_ModelA,3,2022-2023
0.83,0.8490364025695931,0.8043223914046536,0.7628788574453489,0.5348837209302325,0.7371794871794872,0.6199460916442049,0.9429763560500696,0.87146529562982,0.905811623246493,115,41,100,678,CatBoost_ModelA,3,2022-2023
0.84,0.8447537473233405,0.80175169731725,0.7581067202500558,0.5251141552511416,0.7371794871794872,0.6133333333333333,0.9426573426573427,0.8663239074550129,0.9028801071667782,115,41,104,674,CatBoost_ModelA,3,2022-2023
0.85,0.8372591006423983,0.799815437347571,0.7508703953279425,0.5087719298245614,0.7435897435897436,0.6041666666666666,0.943342776203966,0.8560411311053985,0.8975741239892183,116,40,112,666,CatBoost_ModelA,3,2022-2023
0.86,0.8340471092077087,0.8030123261485729,0.7493190558729158,0.502127659574468,0.7564102564102564,0.6035805626598465,0.9456366237482118,0.8496143958868895,0.8950575490859851,118,38,117,661,CatBoost_ModelA,3,2022-2023
0.87,0.8265524625267666,0.8010760661788939,0.7423228882833788,0.48770491803278687,0.7628205128205128,0.595,0.946376811594203,0.8393316195372751,0.8896457765667575,119,37,125,653,CatBoost_ModelA,3,2022-2023
0.88,0.815845824411135,0.7972117856436622,0.732196201856396,0.46875,0.7692307692307693,0.5825242718446602,0.9469026548672567,0.8251928020565553,0.8818681318681318,120,36,136,642,CatBoost_ModelA,3,2022-2023
0.89,0.8062098501070664,0.7939901786302814,0.7234222516707977,0.45318352059925093,0.7756410256410257,0.5721040189125296,0.9475262368815592,0.8123393316195373,0.8747404844290657,121,35,146,632,CatBoost_ModelA,3,2022-2023
0.9,0.797644539614561,0.7965361545053061,0.7177151245628427,0.4412811387900356,0.7948717948717948,0.5675057208237986,0.9509954058192955,0.7982005141388174,0.8679245283018868,124,32,157,621,CatBoost_ModelA,3,2022-2023
0.91,0.7826552462526767,0.7952260892492256,0.705964545529266,0.4219269102990033,0.8141025641025641,0.5557986870897156,0.9541864139020537,0.7763496143958869,0.8561304039688165,127,29,174,604,CatBoost_ModelA,3,2022-2023
0.92,0.7708779443254818,0.7932815898754202,0.6966575202758487,0.40822784810126583,0.8269230769230769,0.5466101694915254,0.9563106796116505,0.7596401028277635,0.8467048710601719,129,27,187,591,CatBoost_ModelA,3,2022-2023
0.93,0.7558886509635975,0.7894090699360623,0.6846183466129558,0.39221556886227543,0.8397435897435898,0.5346938775510204,0.9583333333333334,0.7390745501285347,0.8345428156748912,131,25,203,575,CatBoost_ModelA,3,2022-2023
0.94,0.721627408993576,0.773968426603388,0.6559813682546338,0.35945945945945945,0.8525641025641025,0.5057034220532319,0.9592198581560284,0.6953727506426736,0.8062593144560357,133,23,237,541,CatBoost_ModelA,3,2022-2023
0.95,0.6659528907922913,0.7456743128336959,0.6106523865257892,0.31690140845070425,0.8653846153846154,0.4639175257731959,0.9586614173228346,0.6259640102827764,0.7573872472783826,135,21,291,487,CatBoost_ModelA,3,2022-2023
0.2,0.8198294243070362,0.5811449864498645,0.5889325398368924,0.9428571428571428,0.165,0.28085106382978725,0.8150609080841639,0.997289972899729,0.8970140158439975,33,167,2,736,Logistic_ModelA,4,2023-2024
0.21,0.8198294243070362,0.5811449864498645,0.5889325398368924,0.9428571428571428,0.165,0.28085106382978725,0.8150609080841639,0.997289972899729,0.8970140158439975,33,167,2,736,Logistic_ModelA,4,2023-2024
0.22,0.8198294243070362,0.5811449864498645,0.5889325398368924,0.9428571428571428,0.165,0.28085106382978725,0.8150609080841639,0.997289972899729,0.8970140158439975,33,167,2,736,Logistic_ModelA,4,2023-2024
0.23,0.8219616204690832,0.5861449864498645,0.5967336262978095,0.9459459459459459,0.175,0.29535864978902954,0.8168701442841287,0.997289972899729,0.8981086028065893,35,165,2,736,Logistic_ModelA,4,2023-2024
0.24,0.8219616204690832,0.5879674796747968,0.5996196737066222,0.9230769230769231,0.18,0.301255230125523,0.8175750834260289,0.9959349593495935,0.8979841172877214,36,164,3,735,Logistic_ModelA,4,2023-2024
0.25,0.8230277185501066,0.5904674796747967,0.6034331703341483,0.925,0.185,0.30833333333333335,0.8184855233853007,0.9959349593495935,0.8985330073349633,37,163,3,735,Logistic_ModelA,4,2023-2024
0.26,0.826226012793177,0.5979674796747968,0.6147009089786527,0.9302325581395349,0.2,0.3292181069958848,0.8212290502793296,0.9959349593495935,0.9001837109614207,40,160,3,735,Logistic_ModelA,4,2023-2024
0.27,0.8294243070362474,0.6054674796747967,0.6257169933662527,0.9347826086956522,0.215,0.34959349593495936,0.8239910313901345,0.9959349593495935,0.901840490797546,43,157,3,735,Logistic_ModelA,4,2023-2024
0.28,0.8294243070362474,0.607289972899729,0.6282793056986605,0.9166666666666666,0.22,0.3548387096774194,0.8247191011235955,0.994579945799458,0.9017199017199017,44,156,4,734,Logistic_ModelA,4,2023-2024
0.29,0.8315565031982942,0.612289972899729,0.6354145141451415,0.92,0.23,0.368,0.8265765765765766,0.994579945799458,0.9028290282902829,46,154,4,734,Logistic_ModelA,4,2023-2024
0.3,0.8315565031982942,0.6141124661246613,0.6378626163108922,0.9038461538461539,0.235,0.373015873015873,0.827313769751693,0.9932249322493225,0.9027093596059114,47,153,5,733,Logistic_ModelA,4,2023-2024
0.31,0.8326226012793176,0.6166124661246613,0.6413560989627854,0.9056603773584906,0.24,0.3794466403162055,0.8282485875706215,0.9932249322493225,0.9032655576093653,48,152,5,733,Logistic_ModelA,4,2023-2024
0.32,0.8368869936034116,0.6266124661246613,0.6550832406034373,0.9122807017543859,0.26,0.4046692607003891,0.8320090805902384,0.9932249322493225,0.9054972205064855,52,148,5,733,Logistic_ModelA,4,2023-2024
0.33,0.837953091684435,0.6291124661246612,0.6584547867498395,0.9137931034482759,0.265,0.4108527131782946,0.8329545454545455,0.9932249322493225,0.9060568603213844,53,147,5,733,Logistic_ModelA,4,2023-2024
0.34,0.8400852878464818,0.6341124661246613,0.6651275704493527,0.9166666666666666,0.275,0.4230769230769231,0.8348519362186788,0.9932249322493225,0.9071782178217822,55,145,5,733,Logistic_ModelA,4,2023-2024
0.35,0.8422174840085288,0.6391124661246612,0.6717084291079013,0.9193548387096774,0.285,0.4351145038167939,0.83675799086758,0.9932249322493225,0.9083023543990086,57,143,5,733,Logistic_ModelA,4,2023-2024
0.36,0.8454157782515992,0.6466124661246613,0.6814119906773011,0.9230769230769231,0.3,0.4528301886792453,0.8396334478808706,0.9932249322493225,0.909993792675357,60,140,5,733,Logistic_ModelA,4,2023-2024
0.37,0.8507462686567164,0.6591124661246612,0.6971541903048752,0.9285714285714286,0.325,0.48148148148148145,0.8444700460829493,0.9932249322493225,0.912826899128269,65,135,5,733,Logistic_ModelA,4,2023-2024
0.38,0.8539445628997868,0.6666124661246613,0.7063518722907369,0.9315068493150684,0.34,0.4981684981684982,0.8473988439306358,0.9932249322493225,0.9145352464129757,68,132,5,733,Logistic_ModelA,4,2023-2024
0.39,0.8528784648187633,0.6659349593495935,0.7051040214330627,0.918918918918919,0.34,0.49635036496350365,0.8472222222222222,0.991869918699187,0.9138576779026217,68,132,6,732,Logistic_ModelA,4,2023-2024
0.4,0.8550106609808102,0.6709349593495935,0.7111231884057971,0.9210526315789473,0.35,0.5072463768115942,0.8491879350348028,0.991869918699187,0.915,70,130,6,732,Logistic_ModelA,4,2023-2024
0.41,0.8571428571428571,0.6759349593495935,0.7170653964938187,0.9230769230769231,0.36,0.5179856115107914,0.8511627906976744,0.991869918699187,0.9161451814768461,72,128,6,732,Logistic_ModelA,4,2023-2024
0.42,0.8592750533049041,0.6827574525745257,0.7245521770469046,0.9146341463414634,0.375,0.5319148936170213,0.8539719626168224,0.9905149051490515,0.917189460476788,75,125,7,731,Logistic_ModelA,4,2023-2024
0.43,0.8592750533049041,0.6827574525745257,0.7245521770469046,0.9146341463414634,0.375,0.5319148936170213,0.8539719626168224,0.9905149051490515,0.917189460476788,75,125,7,731,Logistic_ModelA,4,2023-2024
0.44,0.8603411513859275,0.6852574525745257,0.727433848174101,0.9156626506024096,0.38,0.5371024734982333,0.8549707602339182,0.9905149051490515,0.9177652228499686,76,124,7,731,Logistic_ModelA,4,2023-2024
0.45,0.8624733475479744,0.6902574525745258,0.7331436699857753,0.9176470588235294,0.39,0.5473684210526316,0.8569753810082064,0.9905149051490515,0.918918918918919,78,122,7,731,Logistic_ModelA,4,2023-2024
0.46,0.8635394456289979,0.6927574525745257,0.7359722038967322,0.9186046511627907,0.395,0.5524475524475524,0.857981220657277,0.9905149051490515,0.919496855345912,79,121,7,731,Logistic_ModelA,4,2023-2024
0.47,0.8635394456289979,0.6964024390243903,0.7389572552941688,0.9,0.405,0.5586206896551724,0.8596698113207547,0.9878048780487805,0.9192938209331651,81,119,9,729,Logistic_ModelA,4,2023-2024
0.48,0.8656716417910447,0.7014024390243903,0.7444738480697385,0.9021739130434783,0.415,0.5684931506849316,0.8617021276595744,0.9878048780487805,0.9204545454545454,83,117,9,729,Logistic_ModelA,4,2023-2024
0.49,0.8656716417910447,0.7032249322493225,0.7458912768647281,0.8936170212765957,0.42,0.5714285714285714,0.8625592417061612,0.986449864498645,0.9203539823008849,84,116,10,728,Logistic_ModelA,4,2023-2024
0.5,0.8667377398720683,0.7075474254742548,0.7499802756294207,0.8865979381443299,0.43,0.5791245791245792,0.8644470868014269,0.9850948509485095,0.9208359721342622,86,114,11,727,Logistic_ModelA,4,2023-2024
0.51,0.8710021321961621,0.7175474254742548,0.7605906238464378,0.8910891089108911,0.45,0.5980066445182725,0.8685782556750299,0.9850948509485095,0.9231746031746032,90,110,11,727,Logistic_ModelA,4,2023-2024
0.52,0.8742004264392325,0.7250474254742547,0.7683892460158028,0.8942307692307693,0.465,0.6118421052631579,0.8717026378896883,0.9850948509485095,0.9249363867684478,93,107,11,727,Logistic_ModelA,4,2023-2024
0.53,0.8752665245202559,0.729369918699187,0.7721613592341852,0.8878504672897196,0.475,0.6188925081433225,0.8736462093862816,0.983739837398374,0.9254302103250478,95,105,12,726,Logistic_ModelA,4,2023-2024
0.54,0.8795309168443497,0.739369918699187,0.7822257378548021,0.8918918918918919,0.495,0.6366559485530546,0.8778718258766627,0.983739837398374,0.9277955271565496,99,101,12,726,Logistic_ModelA,4,2023-2024
0.55,0.8763326226012793,0.7391598915989159,0.7792762090230445,0.8620689655172413,0.5,0.6329113924050633,0.878345498783455,0.978319783197832,0.9256410256410257,100,100,16,722,Logistic_ModelA,4,2023-2024
0.56,0.8795309168443497,0.746659891598916,0.7865962797196602,0.865546218487395,0.515,0.64576802507837,0.8815628815628815,0.978319783197832,0.9274245343609505,103,97,16,722,Logistic_ModelA,4,2023-2024
0.57,0.8816631130063965,0.7534823848238483,0.7924360919343167,0.8617886178861789,0.53,0.6563467492260062,0.8846625766871166,0.9769647696476965,0.9285254346426272,106,94,17,721,Logistic_ModelA,4,2023-2024
0.58,0.8805970149253731,0.7528048780487805,0.7910780196003564,0.8548387096774194,0.53,0.654320987654321,0.8845208845208845,0.975609756097561,0.9278350515463918,106,94,18,720,Logistic_ModelA,4,2023-2024
