player,nation,team,league,season,target_season,position,position_group,age,matched_next,starts,minutes,goals,assists,non_penalty_goals,penalty_goals,penalty_attempts,goals_per90,assists_per90,goal_contrib_per90,next_goals,next_10plus,season_start,target_year,row_id,norm_player,norm_current_team,tm_player_id,match_method,match_confidence,first_big5_game_date,cutoff_date,cutoff_source,timeline_status,confirmed_preseason_event_count,preseason_team_transition_count,selected_event_id,destination_team,destination_league,destination_country,unknown_date_context_event_count_audit,post_cutoff_context_event_count_audit,context_mismatch_pre_event_count_audit,timeline_trace,tr_event_id,tr_transfer_date,tr_from_club,tr_to_club,tr_from_league,tr_to_league,tr_from_country,tr_to_country,tr_transfer_fee_eur,tr_transfer_market_value_eur,tr_is_loan,tr_db_date_match_method,tr_db_match_score,transfer_event_preseason,norm_destination_team,changed_team_preseason,destination_in_big5,same_league_transfer,league_changed,country_changed,is_loan_preseason,transfer_date_preseason,days_since_transfer,transfer_fee_eur,transfer_market_value_eur,transfer_fee_known,transfer_fee_positive,log_transfer_fee,fee_to_transfer_market_value_ratio,mv_preseason_value_eur,mv_preseason_valuation_date,mv_preseason_peak_eur,mv_6m_value_eur,mv_6m_valuation_date,mv_6m_peak_eur,mv_12m_value_eur,mv_12m_valuation_date,mv_12m_peak_eur,market_value_preseason_eur,market_value_source,market_value_known,log_market_value,market_value_6m_eur,market_value_12m_eur,market_value_change_6m_eur,market_value_change_12m_eur,market_value_growth_6m,market_value_growth_12m,market_value_peak_to_cutoff_eur,market_value_vs_peak,valuation_age_days,market_value_percentile,market_value_vs_position_median,old_team_stats_name,old_team_rank_pct,old_team_points_per_game,old_team_goal_diff_per_game,new_team_stats_name,new_team_match_score,new_team_second_score,new_team_match_margin,new_team_match_method,new_team_strength_league,new_team_prev_rank_pct,new_team_prev_points_per_game,new_team_prev_goal_diff_per_game,new_team_strength_missing,team_rank_change,team_points_change,team_goal_diff_change,audit_norm_player,audit_norm_team,audit_status,review_priority_score
Emmanuel Rivière,fr FRA,Metz,Ligue 1,2017-2018,2018-2019,FW,FW,27.0,False,23.0,2009.0,5.0,2.0,3.0,2.0,2.0,0.2239920358387257,0.0895968143354902,0.313588850174216,0.0,0,2017,2018,17015,emmanuel riviere,metz,61637.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Metz,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,metz,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2018-06-04,6000000.0,1500000.0,2018-01-24,6000000.0,1500000.0,2017-06-05,6000000.0,1500000.0,historical_valuation,1,14.220976332738882,1500000.0,1500000.0,0.0,0.0,0.0,0.0,6000000.0,0.25,66.0,0.1015452538631346,0.2,Metz,0.0,0.6842105263157895,-1.105263157894737,Metz,1.0,,,same_team_copy_old,Ligue 1,0.0,0.6842105263157895,-1.105263157894737,0,0.0,0.0,0.0,emmanuel riviere,metz,STABLE_BIG5_REVIEW,0.5
Artem Kravets,ua UKR,Granada,La Liga,2016-2017,2017-2018,FW,FW,27.0,False,16.0,1376.0,5.0,2.0,5.0,0.0,0.0,0.3270348837209302,0.1308139534883721,0.4578488372093023,0.0,0,2016,2017,15886,artem kravets,granada,58405.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Granada,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,granada,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2017-06-05,4000000.0,3000000.0,2017-01-24,4000000.0,2500000.0,2016-07-21,4000000.0,2500000.0,historical_valuation,1,14.731801689838347,3000000.0,2500000.0,-500000.0,0.0,-0.1666666666666666,0.0,4000000.0,0.625,59.0,0.2637420718816067,0.3571428571428571,Granada,0.0,0.5263157894736842,-1.368421052631579,Granada,1.0,,,same_team_copy_old,La Liga,0.0,0.5263157894736842,-1.368421052631579,0,0.0,0.0,0.0,artem kravets,granada,STABLE_BIG5_REVIEW,0.4995215311004785
Keita Baldé,sn SEN,Cagliari,Serie A,2021-2022,2022-2023,FW,FW,26.0,False,14.0,1229.0,3.0,1.0,3.0,0.0,0.0,0.2196908055329536,0.0732302685109845,0.2929210740439381,0.0,0,2021,2022,21019,keita balde,cagliari,238752.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Cagliari,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,cagliari,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2022-06-07,30000000.0,7000000.0,2021-12-28,30000000.0,8000000.0,2021-06-03,30000000.0,3000000.0,historical_valuation,1,14.914123179965662,7000000.0,8000000.0,-4000000.0,-5000000.0,-0.5714285714285714,-0.625,30000000.0,0.1,58.0,0.2086705202312138,0.2608695652173913,Cagliari,0.1052631578947368,0.7894736842105263,-0.8947368421052632,Cagliari,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.7894736842105263,-0.8947368421052632,0,0.0,0.0,0.0,keita balde,cagliari,STABLE_BIG5_REVIEW,0.49916267942583736
Goran Čaušić,rs SRB,Osasuna,La Liga,2016-2017,2017-2018,MF,MF,24.0,False,22.0,2008.0,1.0,2.0,1.0,0.0,0.0,0.0448207171314741,0.0896414342629482,0.1344621513944223,0.0,0,2016,2017,16130,goran causic,osasuna,94304.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Osasuna,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,osasuna,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2017-06-05,3000000.0,2000000.0,2017-01-24,3000000.0,2000000.0,2016-07-15,3000000.0,1500000.0,historical_valuation,1,14.220976332738882,2000000.0,2000000.0,-500000.0,-500000.0,-0.25,-0.25,3000000.0,0.5,59.0,0.1289640591966173,0.375,Osasuna,0.0526315789473684,0.5789473684210527,-1.4210526315789471,Osasuna,1.0,,,same_team_copy_old,La Liga,0.0526315789473684,0.5789473684210527,-1.4210526315789471,0,0.0,0.0,0.0,goran causic,osasuna,STABLE_BIG5_REVIEW,0.4990430622009569
Romain Philippoteaux,fr FRA,Lorient,Ligue 1,2016-2017,2017-2018,MF,MF,28.0,False,18.0,1557.0,2.0,1.0,2.0,0.0,0.0,0.1156069364161849,0.0578034682080924,0.1734104046242774,0.0,0,2016,2017,16597,romain philippoteaux,lorient,255220.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Lorient,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,lorient,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2017-06-01,2000000.0,2000000.0,2017-01-16,2000000.0,2000000.0,2016-07-13,2000000.0,2000000.0,historical_valuation,1,14.508658238524095,2000000.0,2000000.0,0.0,0.0,0.0,0.0,2000000.0,1.0,63.0,0.1966173361522198,0.5,Lorient,0.1052631578947368,0.9473684210526316,-0.6842105263157895,Lorient,1.0,,,same_team_copy_old,Ligue 1,0.1052631578947368,0.9473684210526316,-0.6842105263157895,0,0.0,0.0,0.0,romain philippoteaux,lorient,STABLE_BIG5_REVIEW,0.4971291866028708
Patrick Erras,de GER,Nürnberg,Bundesliga,2018-2019,2019-2020,MF,MF,23.0,False,13.0,1222.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0736497545008183,0.0736497545008183,0.0,0,2018,2019,18447,patrick erras,nurnberg,193859.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Nürnberg,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,nurnberg,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2019-06-05,3000000.0,1250000.0,2018-12-18,1250000.0,1250000.0,2018-06-19,1250000.0,3000000.0,historical_valuation,1,14.914123179965662,1250000.0,1250000.0,1750000.0,1750000.0,1.4,1.4,3000000.0,1.0,64.0,0.1937086092715231,0.375,Nurnberg,0.0,0.5588235294117647,-1.2352941176470589,Nurnberg,1.0,,,same_team_copy_old,Bundesliga,0.0,0.5588235294117647,-1.2352941176470589,0,0.0,0.0,0.0,patrick erras,nurnberg,STABLE_BIG5_REVIEW,0.4967703349282297
Caleb Ekuban,gh GHA,Genoa,Serie A,2021-2022,2022-2023,"FW,MF",FW,27.0,False,18.0,1716.0,1.0,2.0,1.0,0.0,0.0,0.0524475524475524,0.1048951048951049,0.1573426573426573,0.0,0,2021,2022,20678,caleb ekuban,genoa,199953.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Genoa,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,genoa,0,1,0,0,0,0,,,,,0,0,,,1800000.0,2022-06-07,7000000.0,3500000.0,2021-12-28,7000000.0,7000000.0,2021-05-21,7000000.0,1800000.0,historical_valuation,1,14.403297778421797,3500000.0,7000000.0,-1700000.0,-5200000.0,-0.4857142857142857,-0.7428571428571429,7000000.0,0.2571428571428571,58.0,0.0803468208092485,0.1565217391304348,Genoa,0.0526315789473684,0.7368421052631579,-0.868421052631579,Genoa,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.7368421052631579,-0.868421052631579,0,0.0,0.0,0.0,caleb ekuban,genoa,STABLE_BIG5_REVIEW,0.49617224880382776
Rade Krunić,ba BIH,Empoli,Serie A,2016-2017,2017-2018,MF,MF,22.0,False,29.0,2431.0,2.0,1.0,2.0,0.0,0.0,0.0740436034553681,0.037021801727684,0.1110654051830522,0.0,0,2016,2017,16560,rade krunic,empoli,259953.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Empoli,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,empoli,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2017-06-08,1000000.0,900000.0,2017-01-02,900000.0,600000.0,2016-07-15,600000.0,1000000.0,historical_valuation,1,13.815511557963774,900000.0,600000.0,100000.0,400000.0,0.1111111111111111,0.6666666666666667,1000000.0,1.0,56.0,0.0724101479915433,0.25,Empoli,0.1052631578947368,0.8421052631578947,-0.8421052631578947,Empoli,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.8421052631578947,-0.8421052631578947,0,0.0,0.0,0.0,rade krunic,empoli,STABLE_BIG5_REVIEW,0.4960526315789474
Pere Pons,es ESP,Alavés,La Liga,2021-2022,2022-2023,MF,MF,28.0,False,17.0,1366.0,1.0,0.0,1.0,0.0,0.0,0.0658857979502196,0.0,0.0658857979502196,0.0,0,2021,2022,21265,pere pons,alaves,242497.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Alavés,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,alaves,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2022-06-03,7500000.0,2500000.0,2021-12-30,7500000.0,3500000.0,2021-06-10,7500000.0,2500000.0,historical_valuation,1,14.731801689838347,2500000.0,3500000.0,0.0,-1000000.0,0.0,-0.2857142857142857,7500000.0,0.3333333333333333,62.0,0.1630057803468208,0.2941176470588235,Alaves,0.0,0.8157894736842105,-0.8947368421052632,Alaves,1.0,,,same_team_copy_old,La Liga,0.0,0.8157894736842105,-0.8947368421052632,0,0.0,0.0,0.0,pere pons,alaves,STABLE_BIG5_REVIEW,0.4956937799043062
Lebo Mothiba,za RSA,Strasbourg,Ligue 1,2019-2020,2020-2021,FW,FW,23.0,False,12.0,1047.0,3.0,3.0,3.0,0.0,0.0,0.2578796561604584,0.2578796561604584,0.5157593123209169,0.0,0,2019,2020,19172,lebo mothiba,strasbourg,427161.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Strasbourg,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,strasbourg,0,1,0,0,0,0,,,,,0,0,,,4000000.0,2020-04-08,7000000.0,6000000.0,2019-12-19,7000000.0,7000000.0,2019-06-03,7000000.0,4000000.0,historical_valuation,1,15.201805169084134,6000000.0,7000000.0,-2000000.0,-3000000.0,-0.3333333333333333,-0.4285714285714286,7000000.0,0.5714285714285714,134.0,0.2690972222222222,0.3636363636363636,Strasbourg,0.4736842105263158,1.4074074074074074,0.0,Strasbourg,1.0,,,same_team_copy_old,Ligue 1,0.4736842105263158,1.4074074074074074,0.0,0,0.0,0.0,0.0,lebo mothiba,strasbourg,STABLE_BIG5_REVIEW,0.4927033492822967
Jorge Molina,es ESP,Granada,La Liga,2021-2022,2022-2023,FW,FW,39.0,False,19.0,1966.0,10.0,5.0,10.0,0.0,1.0,0.4577822990844354,0.2288911495422177,0.6866734486266531,0.0,0,2021,2022,20985,jorge molina,granada,57825.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Granada,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,granada,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2022-06-03,3500000.0,1000000.0,2021-12-30,3500000.0,1500000.0,2021-06-10,3500000.0,1500000.0,historical_valuation,1,14.220976332738882,1000000.0,1500000.0,500000.0,0.0,0.5,0.0,3500000.0,0.4285714285714285,62.0,0.0595375722543352,0.1304347826086956,Granada,0.1052631578947368,1.0,-0.4473684210526316,Granada,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,1.0,-0.4473684210526316,0,0.0,0.0,0.0,jorge molina,granada,STABLE_BIG5_REVIEW,0.49234449760765553
Benjamin Stambouli,fr FRA,Schalke 04,Bundesliga,2020-2021,2021-2022,"DF,MF",MF,29.0,False,22.0,1956.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0920245398773006,0.0920245398773006,0.0,0,2020,2021,19708,benjamin stambouli,schalke 04,127160.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Schalke 04,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,schalke 04,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2021-06-09,12000000.0,4000000.0,2020-11-26,12000000.0,9500000.0,2020-04-08,12000000.0,1500000.0,historical_valuation,1,14.220976332738882,4000000.0,9500000.0,-2500000.0,-8000000.0,-0.625,-0.8421052631578947,12000000.0,0.125,57.0,0.0748074807480748,0.1875,Schalke 04,0.0,0.4705882352941176,-1.7941176470588236,Schalke 04,1.0,,,same_team_copy_old,Bundesliga,0.0,0.4705882352941176,-1.7941176470588236,0,0.0,0.0,0.0,benjamin stambouli,schalke 04,STABLE_BIG5_REVIEW,0.49138755980861243
Tom Cleverley,eng ENG,Watford,Premier League,2019-2020,2020-2021,MF,MF,29.0,False,11.0,971.0,1.0,0.0,1.0,0.0,0.0,0.0926879505664263,0.0,0.0926879505664263,0.0,0,2019,2020,19530,tom cleverley,watford,73484.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Watford,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,watford,0,1,0,0,0,0,,,,,0,0,,,4800000.0,2020-04-08,14000000.0,6000000.0,2019-12-10,14000000.0,7000000.0,2019-06-13,14000000.0,4800000.0,historical_valuation,1,15.38412668421143,6000000.0,7000000.0,-1200000.0,-2200000.0,-0.1999999999999999,-0.3142857142857143,14000000.0,0.3428571428571428,134.0,0.3020833333333333,0.64,Watford,0.0526315789473684,0.8947368421052632,-0.7368421052631579,Watford,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.8947368421052632,-0.7368421052631579,0,0.0,0.0,0.0,tom cleverley,watford,STABLE_BIG5_REVIEW,0.490311004784689
Davie Selke,GER,Köln,Bundesliga,2023-2024,2024-2025,FW,FW,28.0,False,16.0,1265.0,6.0,0.0,6.0,0.0,0.0,0.4268774703557312,0.0,0.4268774703557312,0.0,0,2023,2024,22625,davie selke,koln,178459.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Köln,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,koln,0,1,0,0,0,0,,,,,0,0,,,2800000.0,2024-05-29,20000000.0,3500000.0,2023-12-14,20000000.0,2500000.0,2023-06-22,20000000.0,2800000.0,historical_valuation,1,14.845130332288226,3500000.0,2500000.0,-700000.0,300000.0,-0.1999999999999999,0.1200000000000001,20000000.0,0.14,77.0,0.1508120649651972,0.2333333333333333,FC Koln,0.0588235294117647,0.7941176470588235,-0.9411764705882352,FC Koln,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.7941176470588235,-0.9411764705882352,0,0.0,0.0,0.0,davie selke,koln,STABLE_BIG5_REVIEW,0.48995215311004786
Tom Trybull,de GER,Norwich City,Premier League,2019-2020,2020-2021,MF,MF,26.0,False,14.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2019,2020,19532,tom trybull,norwich city,93831.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Norwich City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,norwich city,0,1,0,0,0,0,,,,,0,0,,,3200000.0,2020-04-08,4000000.0,4000000.0,2019-12-10,4000000.0,2000000.0,2019-06-28,2000000.0,3200000.0,historical_valuation,1,14.978661680269909,4000000.0,2000000.0,-800000.0,1200000.0,-0.1999999999999999,0.6000000000000001,4000000.0,0.8,134.0,0.214699074074074,0.4266666666666667,Norwich,0.0,0.5526315789473685,-1.2894736842105263,Norwich,1.0,,,same_team_copy_old,Premier League,0.0,0.5526315789473685,-1.2894736842105263,0,0.0,0.0,0.0,tom trybull,norwich city,STABLE_BIG5_REVIEW,0.48971291866028704
Théo Le Bris,FRA,Lorient,Ligue 1,2023-2024,2024-2025,"DF,MF",MF,20.0,False,15.0,1516.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1187335092348284,0.1187335092348284,0.0,0,2023,2024,23273,theo le bris,lorient,766412.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Lorient,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,lorient,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2024-06-03,3000000.0,2500000.0,2023-12-18,3000000.0,3000000.0,2023-06-27,3000000.0,2000000.0,historical_valuation,1,14.508658238524095,2500000.0,3000000.0,-500000.0,-1000000.0,-0.1999999999999999,-0.3333333333333333,3000000.0,0.6666666666666666,72.0,0.1015081206496519,0.25,Lorient,0.1176470588235294,0.8529411764705882,-0.6764705882352942,Lorient,1.0,,,same_team_copy_old,Ligue 1,0.1176470588235294,0.8529411764705882,-0.6764705882352942,0,0.0,0.0,0.0,theo le bris,lorient,STABLE_BIG5_REVIEW,0.4880382775119617
Stiven Mendoza,co COL,Amiens,Ligue 1,2019-2020,2020-2021,"FW,MF",FW,27.0,False,12.0,1101.0,5.0,0.0,5.0,0.0,0.0,0.4087193460490463,0.0,0.4087193460490463,0.0,0,2019,2020,19503,stiven mendoza,amiens,131101.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Amiens,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,amiens,0,1,0,0,0,0,,,,,0,0,,,3500000.0,2020-04-08,4500000.0,3500000.0,2019-12-19,3500000.0,3000000.0,2019-06-03,3000000.0,3500000.0,historical_valuation,1,15.068273812173889,3500000.0,3000000.0,0.0,500000.0,0.0,0.1666666666666667,4500000.0,0.7777777777777778,134.0,0.2418981481481481,0.3181818181818182,Amiens,0.0526315789473684,0.8214285714285714,-0.6785714285714286,Amiens,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.8214285714285714,-0.6785714285714286,0,0.0,0.0,0.0,stiven mendoza,amiens,STABLE_BIG5_REVIEW,0.4879186602870813
Mbaye Diagne,sn SEN,West Brom,Premier League,2020-2021,2021-2022,FW,FW,28.0,False,14.0,1189.0,3.0,2.0,3.0,0.0,0.0,0.2270815811606392,0.1513877207737594,0.3784693019343986,0.0,0,2020,2021,20211,mbaye diagne,west brom,271966.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,West Brom,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,west brom,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2021-06-08,9000000.0,3200000.0,2020-12-23,9000000.0,3200000.0,2020-08-04,9000000.0,3000000.0,historical_valuation,1,14.914123179965662,3200000.0,3200000.0,-200000.0,-200000.0,-0.0625,-0.0625,9000000.0,0.3333333333333333,58.0,0.1996699669966996,0.3,West Brom,0.0526315789473684,0.6842105263157895,-1.0789473684210529,West Brom,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.6842105263157895,-1.0789473684210529,0,0.0,0.0,0.0,mbaye diagne,west brom,STABLE_BIG5_REVIEW,0.48744019138755984
Kai Pröger,de GER,Paderborn 07,Bundesliga,2019-2020,2020-2021,"MF,FW",FW,27.0,False,22.0,2079.0,2.0,6.0,2.0,0.0,0.0,0.0865800865800865,0.2597402597402597,0.3463203463203463,0.0,0,2019,2020,19131,kai proger,paderborn 07,223572.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Paderborn 07,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,paderborn 07,0,1,0,0,0,0,,,,,0,0,,,1400000.0,2020-04-08,1800000.0,1000000.0,2019-12-17,1000000.0,800000.0,2019-06-12,800000.0,1400000.0,historical_valuation,1,14.151983508870948,1000000.0,800000.0,400000.0,600000.0,0.3999999999999999,0.75,1800000.0,0.7777777777777778,134.0,0.0613425925925925,0.1272727272727272,Paderborn,0.0,0.5882352941176471,-1.088235294117647,Paderborn,1.0,,,same_team_copy_old,Bundesliga,0.0,0.5882352941176471,-1.088235294117647,0,0.0,0.0,0.0,kai proger,paderborn 07,STABLE_BIG5_REVIEW,0.48660287081339715
Gastón Brugman,uy URU,Pescara,Serie A,2016-2017,2017-2018,MF,MF,23.0,False,22.0,1931.0,1.0,1.0,1.0,0.0,0.0,0.0466079751424132,0.0466079751424132,0.0932159502848265,0.0,0,2016,2017,16108,gaston brugman,pescara,131109.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Pescara,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,pescara,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2017-06-08,1500000.0,1500000.0,2017-01-02,1500000.0,1200000.0,2016-07-15,1400000.0,1500000.0,historical_valuation,1,14.220976332738882,1500000.0,1200000.0,0.0,300000.0,0.0,0.25,1500000.0,1.0,56.0,0.1289640591966173,0.375,Pescara,0.0,0.4736842105263157,-1.1578947368421053,Pescara,1.0,,,same_team_copy_old,Serie A,0.0,0.4736842105263157,-1.1578947368421053,0,0.0,0.0,0.0,gaston brugman,pescara,STABLE_BIG5_REVIEW,0.4866028708133971
Dawid Kownacki,pl POL,Düsseldorf,Bundesliga,2019-2020,2020-2021,"FW,MF",FW,22.0,False,11.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2019,2020,18869,dawid kownacki,dusseldorf,208167.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Düsseldorf,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,dusseldorf,0,1,0,0,0,0,,,,,0,0,,,3500000.0,2020-07-08,9000000.0,7500000.0,2019-12-17,9000000.0,9000000.0,2019-06-05,9000000.0,3500000.0,historical_valuation,1,15.068273812173889,7500000.0,9000000.0,-4000000.0,-5500000.0,-0.5333333333333333,-0.6111111111111112,9000000.0,0.3888888888888889,43.0,0.2418981481481481,0.3181818181818182,Fortuna Dusseldorf,0.0588235294117647,0.8823529411764706,-0.9117647058823528,Fortuna Dusseldorf,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.8823529411764706,-0.9117647058823528,0,0.0,0.0,0.0,dawid kownacki,dusseldorf,STABLE_BIG5_REVIEW,0.48648325358851674
Elias Kachunga,cd COD,Huddersfield,Premier League,2018-2019,2019-2020,"FW,MF",FW,26.0,False,13.0,1182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018,2019,17962,elias kachunga,huddersfield,49501.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Huddersfield,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,huddersfield,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2019-06-13,3500000.0,3000000.0,2018-12-19,3500000.0,3500000.0,2018-05-28,3500000.0,3000000.0,historical_valuation,1,14.914123179965662,3000000.0,3500000.0,0.0,-500000.0,0.0,-0.1428571428571429,3500000.0,0.8571428571428571,56.0,0.1937086092715231,0.3,Huddersfield,0.0,0.4210526315789473,-1.4210526315789471,Huddersfield,1.0,,,same_team_copy_old,Premier League,0.0,0.4210526315789473,-1.4210526315789471,0,0.0,0.0,0.0,elias kachunga,huddersfield,STABLE_BIG5_REVIEW,0.48624401913875603
Lebogang Phiri,za RSA,Guingamp,Ligue 1,2018-2019,2019-2020,MF,MF,23.0,False,23.0,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018,2019,18240,lebogang phiri,guingamp,253316.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Guingamp,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,guingamp,0,1,0,0,0,0,,,,,0,0,,,1500000.0,2019-06-03,1500000.0,1500000.0,2018-12-17,1500000.0,1500000.0,2018-06-04,1500000.0,1500000.0,historical_valuation,1,14.220976332738882,1500000.0,1500000.0,0.0,0.0,0.0,0.0,1500000.0,1.0,66.0,0.0700883002207505,0.1875,Guingamp,0.0,0.7105263157894737,-1.0526315789473684,Guingamp,1.0,,,same_team_copy_old,Ligue 1,0.0,0.7105263157894737,-1.0526315789473684,0,0.0,0.0,0.0,lebogang phiri,guingamp,STABLE_BIG5_REVIEW,0.4861244019138756
Bryan Oviedo,cr CRC,Sunderland,Premier League,2016-2017,2017-2018,"DF,MF",MF,26.0,False,16.0,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2016,2017,15920,bryan oviedo,sunderland,124983.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Sunderland,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,sunderland,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2017-06-28,4500000.0,3000000.0,2016-08-01,4500000.0,3000000.0,2016-08-01,4500000.0,2500000.0,historical_valuation,1,14.731801689838347,3000000.0,3000000.0,-500000.0,-500000.0,-0.1666666666666666,-0.1666666666666666,4500000.0,0.5555555555555556,36.0,0.2637420718816067,0.625,Sunderland,0.0,0.631578947368421,-1.0526315789473684,Sunderland,1.0,,,same_team_copy_old,Premier League,0.0,0.631578947368421,-1.0526315789473684,0,0.0,0.0,0.0,bryan oviedo,sunderland,STABLE_BIG5_REVIEW,0.4858851674641148
